Age,Gender,Location,EducationLevel,ClickThroughRate,Impressions,EngagementTime,BounceRate,AdType,ContentTopic,AdSize,PurchaseHistory,BrowsingBehavior,SiteNavigationPatterns,TimeOfDay,DeviceUsed,InternetBrowser
24,Male,Birmingham,Secondary,0.29338089326681516,7483,69,0.1911172271039535,Video,Technology,Small,None,Rare,Simple,Afternoon,Mobile,Firefox
39,Male,Leeds,Secondary,0.31633539290556756,6552,20,0.9663717444251193,Video,Travel,Large,High,Moderate,Complex,Evening,Tablet,Chrome
49,Female,Birmingham,Post-secondary,0.4899233666388467,660,191,0.4977400017568321,Video,Technology,Small,Low,Frequent,Complex,Morning,Mobile,Chrome
31,Male,Glasgow,Post-secondary,0.9567513987490006,9602,295,0.07651479839352915,Text,Sports,Small,Low,Moderate,Simple,Night,Desktop,Opera
25,Female,Glasgow,Secondary,0.9866223213334914,1127,82,0.30817969021799474,Video,Food,Small,Medium,Moderate,Moderate,Night,Tablet,Safari
42,Other,London,Secondary,0.29612672735239554,2158,128,0.0017723861734066926,Video,Sports,Small,High,Frequent,Complex,Evening,Desktop,Chrome
33,Other,Glasgow,Secondary,0.35146870774748507,6532,227,0.5794142418856143,Image,Fashion,Large,Medium,Rare,Moderate,Afternoon,Tablet,Safari
59,Male,Birmingham,Secondary,0.511806560066037,9465,121,0.9994782500995681,Image,Travel,Large,Medium,Frequent,Complex,Night,Desktop,Chrome
36,Female,Leeds,Secondary,0.008187288629735945,4109,232,0.5900994975210713,Text,Travel,Large,None,Moderate,Complex,Night,Mobile,Chrome
58,Other,London,Secondary,0.17483656324410912,7378,129,0.6100729288144449,Text,Travel,Small,Low,Rare,Complex,Morning,Desktop,Edge
33,Female,Manchester,Secondary,0.9360590205048064,9669,9,0.3277266127280789,Video,Fashion,Large,Low,Frequent,Moderate,Night,Mobile,Safari
29,Female,Leeds,Secondary,0.029435237061361197,4421,208,0.23703254560280984,Image,Technology,Small,Medium,Frequent,Moderate,Morning,Mobile,Edge
56,Female,Manchester,Post-secondary,0.1009762797205438,3376,183,0.5081565720401193,Image,Fashion,Small,None,Frequent,Complex,Afternoon,Tablet,Safari
47,Male,London,Secondary,0.42064701703371876,8856,83,0.8997861669773904,Image,Technology,Large,Medium,Frequent,Moderate,Afternoon,Mobile,Firefox
19,Other,Manchester,Post-secondary,0.731450249159012,2638,180,0.009751104114700926,Video,Technology,Medium,Low,Rare,Moderate,Morning,Mobile,Edge
49,Male,Leeds,Post-secondary,0.2688782303903485,5911,175,0.5696508422418475,Image,Sports,Medium,None,Rare,Moderate,Afternoon,Desktop,Opera
62,Female,Glasgow,Secondary,0.30596559055389094,2496,33,0.4285110712703185,Text,Technology,Small,High,Rare,Simple,Morning,Desktop,Chrome
42,Other,London,Secondary,0.30547298012438673,7029,89,0.6211793059939905,Text,Fashion,Medium,None,Rare,Moderate,Night,Mobile,Opera
42,Male,Glasgow,Secondary,0.8726019267536065,9202,229,0.8399580262080151,Video,Technology,Medium,High,Rare,Simple,Afternoon,Desktop,Safari
21,Other,Glasgow,Post-secondary,0.22609760622741792,113,129,0.44904391262661825,Video,Fashion,Medium,Low,Rare,Simple,Afternoon,Desktop,Firefox
36,Male,Glasgow,Secondary,0.5624018260131903,3962,245,0.21768278162070565,Video,Travel,Medium,Medium,Moderate,Simple,Afternoon,Tablet,Opera
21,Female,Leeds,Secondary,0.9999311470188161,3416,234,0.3766069869311608,Video,Sports,Medium,Medium,Moderate,Simple,Evening,Mobile,Firefox
60,Other,Birmingham,Secondary,0.7284654948930182,7201,178,0.15055137165084354,Image,Technology,Medium,High,Rare,Simple,Afternoon,Tablet,Opera
30,Female,Glasgow,Secondary,0.336350655296926,7612,263,0.0848992142108389,Text,Travel,Medium,Low,Rare,Moderate,Evening,Desktop,Edge
56,Female,Birmingham,Post-secondary,0.7654589703324095,6658,32,0.3758763494031635,Image,Travel,Large,None,Rare,Moderate,Evening,Tablet,Chrome
53,Other,London,Secondary,0.9539157073856089,9198,295,0.6256985496114685,Image,Fashion,Medium,None,Moderate,Complex,Evening,Tablet,Opera
40,Other,Manchester,Secondary,0.37353780715258433,4839,285,0.2628353360875504,Text,Travel,Small,None,Rare,Complex,Afternoon,Mobile,Safari
23,Male,Glasgow,Secondary,0.7080112400693306,9301,175,0.9156841594691943,Image,Travel,Medium,None,Rare,Complex,Night,Mobile,Edge
41,Male,Birmingham,Secondary,0.07580426311938915,7300,50,0.6889512994530017,Video,Technology,Medium,High,Moderate,Moderate,Evening,Tablet,Opera
61,Female,London,Secondary,0.8952968367541417,7819,207,0.6863134531018993,Image,Food,Small,None,Rare,Moderate,Morning,Tablet,Edge
50,Male,Leeds,Secondary,0.096256724624312,9700,17,0.6917106852566379,Video,Technology,Large,None,Frequent,Moderate,Morning,Mobile,Firefox
29,Other,London,Post-secondary,0.37292509626159465,5970,9,0.0016844982284425214,Image,Food,Small,Low,Moderate,Moderate,Afternoon,Tablet,Firefox
58,Other,Leeds,Secondary,0.5425058428622357,9852,251,0.8130067534159009,Video,Travel,Small,Medium,Moderate,Simple,Night,Mobile,Opera
38,Other,Manchester,Secondary,0.26357764245021886,8632,230,0.9176086279433802,Video,Food,Medium,High,Moderate,Complex,Evening,Mobile,Firefox
28,Female,Manchester,Post-secondary,0.6492693259871776,830,105,0.019397983736088364,Image,Travel,Large,None,Moderate,Complex,Morning,Mobile,Safari
61,Male,Birmingham,Post-secondary,0.5544287273924114,9662,169,0.5982939903852376,Text,Technology,Small,High,Moderate,Simple,Night,Tablet,Edge
55,Male,Leeds,Secondary,0.717185240298106,5645,98,0.6765757701274786,Text,Fashion,Large,High,Moderate,Moderate,Morning,Tablet,Opera
46,Male,Leeds,Post-secondary,0.3541393651221608,4419,171,0.19624258094934133,Image,Food,Small,Medium,Moderate,Complex,Afternoon,Mobile,Opera
58,Male,Manchester,Secondary,0.5460138896526734,1388,47,0.8382112629992908,Image,Sports,Medium,High,Moderate,Simple,Evening,Tablet,Opera
20,Male,London,Secondary,0.812185400181229,4629,296,0.6258314142890883,Video,Fashion,Medium,Medium,Moderate,Complex,Morning,Mobile,Edge
45,Male,London,Secondary,0.8106963460014557,7653,63,0.22505507332950425,Image,Food,Small,Medium,Rare,Complex,Afternoon,Mobile,Edge
37,Male,Birmingham,Secondary,0.7142399748518815,1332,209,0.9671901167175533,Text,Travel,Large,Low,Frequent,Moderate,Night,Tablet,Edge
43,Female,Manchester,Secondary,0.5419358896149794,5304,26,0.21586562467402015,Image,Travel,Small,None,Frequent,Moderate,Afternoon,Tablet,Safari
41,Male,Manchester,Secondary,0.6732611007744953,5868,75,0.6785878069331915,Image,Travel,Large,None,Frequent,Moderate,Morning,Mobile,Firefox
64,Male,Glasgow,Secondary,0.08688029011205078,2440,145,0.47388977885992334,Text,Travel,Large,Medium,Rare,Moderate,Evening,Desktop,Safari
38,Male,Birmingham,Post-secondary,0.4713172007107326,1823,199,0.7232848225591392,Text,Travel,Large,None,Frequent,Simple,Afternoon,Desktop,Chrome
47,Female,Manchester,Secondary,0.860143500304649,8527,156,0.09775912392053465,Text,Technology,Small,None,Moderate,Simple,Morning,Mobile,Safari
21,Male,Glasgow,Secondary,0.6073648217266423,4304,246,0.9525452555333542,Text,Food,Small,Medium,Rare,Simple,Afternoon,Mobile,Firefox
53,Female,Leeds,Post-secondary,0.94168310582509,9587,208,0.20448903080791148,Image,Fashion,Small,Medium,Rare,Moderate,Night,Tablet,Edge
57,Female,Glasgow,Post-secondary,0.2621785212940809,3837,59,0.2203839392367527,Image,Food,Medium,Medium,Moderate,Complex,Afternoon,Mobile,Firefox
27,Female,Manchester,Post-secondary,0.09630180211077544,5986,109,0.5540285354922339,Video,Food,Small,High,Rare,Complex,Morning,Tablet,Safari
27,Other,London,Secondary,0.6266134356038866,2966,231,0.34973326342087097,Text,Technology,Small,High,Moderate,Simple,Afternoon,Desktop,Edge
59,Male,Birmingham,Secondary,0.09092592982038039,402,86,0.4421296856512196,Image,Technology,Medium,None,Moderate,Moderate,Morning,Desktop,Edge
41,Other,Leeds,Secondary,0.7821353634244159,8422,73,0.037098496526235536,Image,Travel,Large,None,Rare,Simple,Afternoon,Mobile,Chrome
21,Male,London,Secondary,0.25674240814905724,3333,159,0.23488444520062746,Text,Travel,Medium,None,Rare,Moderate,Afternoon,Mobile,Chrome
64,Female,Birmingham,Secondary,0.5387518584436566,4672,45,0.7735331167418869,Text,Food,Large,High,Moderate,Moderate,Morning,Tablet,Opera
44,Female,Leeds,Post-secondary,0.8113770403016125,4798,268,0.9022151540254663,Image,Technology,Small,Low,Frequent,Moderate,Afternoon,Desktop,Edge
62,Male,Leeds,Secondary,0.7880353687003,7949,135,0.2334774429383618,Image,Fashion,Small,Medium,Moderate,Moderate,Night,Tablet,Safari
21,Male,Manchester,Post-secondary,0.4959750270792086,1534,103,0.7733489997148366,Image,Food,Medium,High,Moderate,Moderate,Morning,Desktop,Opera
49,Female,Glasgow,Post-secondary,0.9758464133154727,3628,102,0.028946693079416108,Image,Technology,Small,Low,Moderate,Complex,Evening,Tablet,Opera
27,Male,London,Secondary,0.49763315709084066,511,176,0.04472428005702034,Image,Food,Medium,None,Rare,Complex,Evening,Mobile,Firefox
28,Male,Glasgow,Secondary,0.27879141669105545,7418,290,0.39300921838654257,Text,Technology,Small,None,Frequent,Moderate,Morning,Desktop,Opera
45,Other,Manchester,Secondary,0.3024312445516868,3388,241,0.1479111457346507,Text,Food,Large,Low,Rare,Complex,Evening,Mobile,Firefox
63,Female,Manchester,Post-secondary,0.7436427238772702,8656,246,0.1661385686436888,Video,Fashion,Small,Low,Frequent,Complex,Morning,Mobile,Chrome
25,Other,London,Secondary,0.43710703889059366,6072,207,0.6273970248168016,Text,Technology,Small,High,Frequent,Complex,Night,Mobile,Edge
57,Female,Leeds,Secondary,0.41878848478549024,7513,209,0.8581642688718121,Video,Sports,Small,Low,Rare,Complex,Evening,Mobile,Chrome
39,Other,Birmingham,Secondary,0.02048659526993446,9968,19,0.7789672417730515,Image,Travel,Medium,None,Frequent,Simple,Evening,Mobile,Firefox
51,Male,Leeds,Secondary,0.30527816042104927,7515,163,0.3364938083574237,Image,Technology,Medium,Medium,Rare,Complex,Afternoon,Desktop,Edge
62,Male,Glasgow,Secondary,0.8603830798416068,6990,211,0.8752159670234088,Text,Food,Medium,Low,Frequent,Moderate,Morning,Desktop,Edge
52,Female,London,Post-secondary,0.8035044982271469,4416,246,0.8413459203660864,Text,Travel,Small,Low,Moderate,Simple,Evening,Desktop,Edge
52,Female,Manchester,Post-secondary,0.7465108599826601,8229,74,0.5242116968238286,Image,Food,Small,None,Rare,Moderate,Afternoon,Mobile,Opera
42,Female,Leeds,Secondary,0.023128386675719925,8361,246,0.4758760626650278,Image,Technology,Medium,Low,Moderate,Simple,Afternoon,Tablet,Chrome
51,Other,London,Secondary,0.02699029143169318,1296,113,0.05846241865712687,Image,Food,Small,Low,Moderate,Simple,Morning,Tablet,Chrome
23,Female,Birmingham,Secondary,0.3114649593908826,1749,149,0.15052506965642853,Image,Technology,Large,Low,Rare,Simple,Morning,Mobile,Chrome
58,Male,Manchester,Secondary,0.47445327221813327,1884,259,0.08541319952824689,Text,Technology,Medium,None,Rare,Moderate,Morning,Desktop,Opera
54,Female,Leeds,Secondary,0.9097412679862698,8784,268,0.526772502073614,Image,Travel,Large,High,Rare,Simple,Evening,Mobile,Opera
18,Male,Manchester,Secondary,0.38462981600553936,6366,152,0.6766384962322588,Text,Technology,Small,High,Rare,Simple,Night,Tablet,Opera
29,Other,Glasgow,Secondary,0.28852500286289273,3540,263,0.6187820104468493,Video,Fashion,Large,High,Rare,Complex,Night,Desktop,Edge
52,Male,Birmingham,Secondary,0.5711529683047126,5598,165,0.872885243630802,Image,Sports,Large,High,Rare,Complex,Afternoon,Mobile,Chrome
23,Male,Birmingham,Post-secondary,0.9146942995496945,514,104,0.6587024039381469,Image,Fashion,Medium,None,Frequent,Moderate,Afternoon,Mobile,Edge
34,Other,Birmingham,Secondary,0.73863871146225,8580,151,0.8297076910155714,Video,Technology,Small,None,Rare,Complex,Morning,Desktop,Edge
26,Male,Glasgow,Post-secondary,0.8566662819793105,1465,56,0.14042518457369368,Text,Sports,Large,None,Rare,Moderate,Night,Desktop,Firefox
19,Other,Leeds,Secondary,0.18219764492303292,4057,52,0.17164807461221854,Video,Food,Small,Low,Frequent,Moderate,Afternoon,Tablet,Firefox
35,Other,Leeds,Post-secondary,0.1256644453137924,8120,66,0.9184122777180632,Video,Food,Large,Low,Moderate,Simple,Morning,Desktop,Chrome
53,Other,Leeds,Secondary,0.5440711336888929,5557,187,0.3547046819793165,Image,Fashion,Small,Medium,Rare,Simple,Evening,Desktop,Edge
45,Male,Leeds,Secondary,0.69737082571725,3317,270,0.21699876674574414,Text,Travel,Small,Low,Moderate,Simple,Night,Tablet,Firefox
58,Other,Leeds,Secondary,0.9549880481625318,7599,175,0.9120692352914247,Image,Sports,Small,Low,Frequent,Moderate,Evening,Desktop,Safari
54,Female,London,Post-secondary,0.3715344084564789,4598,26,0.970104524388832,Image,Sports,Small,None,Moderate,Moderate,Afternoon,Tablet,Opera
43,Male,Glasgow,Post-secondary,0.3465568522036966,6109,268,0.6377696458650873,Text,Travel,Large,Medium,Moderate,Simple,Afternoon,Desktop,Safari
21,Male,Birmingham,Secondary,0.5158542979015847,5022,78,0.38833860111140084,Image,Food,Medium,Low,Rare,Complex,Night,Desktop,Chrome
57,Female,Leeds,Post-secondary,0.6849379367067089,7622,116,0.6883857553986217,Image,Technology,Small,None,Moderate,Simple,Morning,Mobile,Safari
53,Female,Leeds,Post-secondary,0.5660237771153032,8663,222,0.015557876902810186,Image,Food,Large,None,Frequent,Complex,Morning,Tablet,Edge
48,Female,Birmingham,Secondary,0.7230306933325961,9261,204,0.1447122867817633,Video,Technology,Large,None,Moderate,Complex,Morning,Desktop,Chrome
47,Female,Birmingham,Post-secondary,0.3803149371124904,4131,265,0.3687144441173573,Text,Food,Large,Low,Rare,Simple,Afternoon,Tablet,Firefox
51,Other,London,Secondary,0.8621976301852416,5197,118,0.8322245014132778,Text,Sports,Medium,Medium,Rare,Simple,Evening,Desktop,Firefox
36,Male,Glasgow,Secondary,0.18297559358395976,5783,216,0.30431590637157546,Text,Sports,Large,High,Moderate,Simple,Evening,Desktop,Chrome
35,Male,Manchester,Secondary,0.315904642828328,5896,206,0.05787189174887575,Image,Technology,Medium,Low,Frequent,Simple,Evening,Tablet,Opera
47,Female,London,Secondary,0.7736776637703174,788,224,0.3787352733338839,Image,Food,Large,None,Rare,Simple,Afternoon,Desktop,Safari
38,Other,Manchester,Secondary,0.3356722539793957,8517,153,0.2412541524818187,Text,Technology,Medium,High,Frequent,Moderate,Afternoon,Mobile,Firefox
20,Other,London,Secondary,0.6681546023700152,4591,274,0.05605993807075327,Video,Technology,Small,Low,Rare,Simple,Evening,Mobile,Firefox
23,Female,Glasgow,Secondary,0.2877976092729607,9810,229,0.39892425754725225,Text,Food,Medium,Medium,Moderate,Complex,Night,Mobile,Opera
55,Female,Glasgow,Post-secondary,0.18710434243329277,4613,148,0.3514213919401016,Text,Technology,Medium,Medium,Frequent,Moderate,Afternoon,Mobile,Safari
30,Female,Manchester,Secondary,0.30073256395315373,8258,127,0.7338399809392107,Image,Technology,Medium,Medium,Rare,Simple,Morning,Mobile,Safari
62,Female,Leeds,Post-secondary,0.88699329703788,9682,183,0.06320482121691595,Image,Food,Medium,Medium,Frequent,Simple,Afternoon,Desktop,Chrome
20,Other,Leeds,Post-secondary,0.460883128691712,2819,58,0.37905444622391105,Image,Fashion,Large,Low,Frequent,Simple,Afternoon,Mobile,Chrome
45,Male,Leeds,Secondary,0.2254151537382285,5435,209,0.3424335228146467,Video,Fashion,Medium,None,Frequent,Complex,Night,Tablet,Firefox
39,Other,Manchester,Secondary,0.321438589165044,4003,175,0.6468215249343464,Image,Travel,Large,Low,Moderate,Complex,Morning,Tablet,Firefox
57,Male,Leeds,Secondary,0.002770956625681942,3705,138,0.8879207710432816,Video,Fashion,Medium,Low,Moderate,Complex,Afternoon,Mobile,Edge
57,Male,Birmingham,Secondary,0.7558082877570287,766,117,0.14298979012766122,Text,Food,Large,Medium,Moderate,Simple,Afternoon,Mobile,Chrome
29,Male,Birmingham,Secondary,0.2256774524328019,7496,65,0.8162537513998236,Image,Technology,Medium,None,Frequent,Complex,Morning,Tablet,Chrome
40,Other,Glasgow,Post-secondary,0.5979210402705024,2642,291,0.6097234027512662,Text,Food,Small,High,Moderate,Complex,Evening,Mobile,Edge
48,Female,Manchester,Secondary,0.02510953817714312,6253,140,0.029242694013976278,Image,Sports,Small,Low,Rare,Complex,Evening,Tablet,Opera
35,Female,Leeds,Secondary,0.8344984319735175,935,217,0.7668886791662436,Text,Food,Medium,Medium,Moderate,Moderate,Afternoon,Desktop,Opera
24,Other,Birmingham,Secondary,0.18744475363635515,7525,295,0.5376880330339259,Video,Fashion,Medium,High,Frequent,Moderate,Evening,Desktop,Edge
25,Other,Leeds,Post-secondary,0.004768377764269971,7814,31,0.7999288245801247,Text,Travel,Medium,Medium,Rare,Moderate,Morning,Tablet,Safari
36,Male,London,Secondary,0.3011878083654256,1093,87,0.4088680328694464,Image,Technology,Medium,Low,Rare,Moderate,Morning,Tablet,Chrome
46,Other,Leeds,Secondary,0.9204871188372717,7187,150,0.6655027937880515,Text,Technology,Small,High,Rare,Complex,Evening,Desktop,Safari
61,Male,Glasgow,Post-secondary,0.2626142180446358,2158,197,0.19880420538553856,Video,Fashion,Medium,High,Frequent,Moderate,Night,Tablet,Safari
37,Other,London,Secondary,0.5034788381179114,1373,115,0.19184457474798877,Image,Travel,Small,High,Frequent,Simple,Evening,Mobile,Opera
59,Female,Manchester,Secondary,0.4072298443577044,3818,194,0.34026240812561515,Text,Sports,Large,High,Frequent,Moderate,Night,Desktop,Firefox
47,Female,Leeds,Secondary,0.2942492583320867,617,59,0.5194405063277148,Image,Travel,Small,Low,Moderate,Complex,Afternoon,Mobile,Safari
64,Female,Leeds,Post-secondary,0.9273535786015709,2446,137,0.7165267905793272,Video,Travel,Medium,None,Frequent,Complex,Afternoon,Mobile,Firefox
39,Other,London,Post-secondary,0.7889949080537266,8490,61,0.6668048227723277,Image,Fashion,Large,None,Rare,Complex,Afternoon,Tablet,Opera
27,Male,Glasgow,Secondary,0.7619133153738572,7373,222,0.8213445631683517,Text,Travel,Small,Low,Frequent,Simple,Evening,Desktop,Chrome
43,Female,Glasgow,Secondary,0.5261071244812398,1802,230,0.4263969157830795,Image,Technology,Small,None,Rare,Complex,Evening,Desktop,Edge
50,Male,Glasgow,Secondary,0.8248616737298372,2665,231,0.9125292544458348,Video,Travel,Medium,Medium,Frequent,Moderate,Night,Tablet,Firefox
45,Female,Manchester,Post-secondary,0.45842865821125367,5536,140,0.10916772410022535,Video,Fashion,Large,Low,Rare,Simple,Evening,Tablet,Chrome
27,Male,London,Secondary,0.46518955047155564,2818,176,0.18720330880440683,Text,Travel,Small,Medium,Rare,Moderate,Night,Mobile,Firefox
46,Other,Birmingham,Secondary,0.49377406341346375,4767,197,0.6837175752899485,Image,Travel,Large,Low,Rare,Complex,Evening,Desktop,Opera
61,Other,Manchester,Secondary,0.23691022522457095,8300,6,0.2537726800621737,Image,Technology,Medium,None,Rare,Complex,Evening,Mobile,Chrome
35,Male,Glasgow,Post-secondary,0.9236518593869899,5411,234,0.16459054620342062,Video,Technology,Medium,None,Moderate,Moderate,Night,Desktop,Chrome
59,Other,Glasgow,Secondary,0.2587506748785492,7477,160,0.8864937449328572,Video,Fashion,Medium,Medium,Moderate,Simple,Afternoon,Tablet,Chrome
18,Male,Leeds,Secondary,0.19815949993946502,8667,176,0.06840084648216127,Text,Food,Medium,High,Moderate,Complex,Night,Tablet,Edge
40,Other,Manchester,Secondary,0.24375179333158525,1722,276,0.9914711074357121,Video,Technology,Medium,None,Frequent,Complex,Morning,Tablet,Safari
34,Other,London,Secondary,0.817352116565939,2648,14,0.862589311370107,Video,Fashion,Large,Medium,Rare,Moderate,Night,Mobile,Chrome
60,Male,Glasgow,Secondary,0.7685456376763616,4034,285,0.8682577473523028,Image,Travel,Large,Low,Frequent,Complex,Evening,Desktop,Chrome
54,Female,Birmingham,Secondary,0.4271068084560682,4202,94,0.6287130625457747,Image,Technology,Large,None,Rare,Moderate,Evening,Desktop,Firefox
48,Female,Leeds,Secondary,0.013781904624582508,7290,247,0.22485567983494403,Text,Sports,Medium,High,Rare,Simple,Morning,Desktop,Opera
42,Female,London,Secondary,0.9757350332508857,2158,179,0.7980915547272193,Image,Fashion,Large,None,Moderate,Complex,Afternoon,Desktop,Edge
21,Male,London,Secondary,0.13253097749036336,4864,50,0.053800565174306536,Text,Sports,Medium,None,Moderate,Moderate,Evening,Desktop,Safari
26,Female,London,Secondary,0.8514226765922394,9812,70,0.582115344947845,Text,Technology,Large,Medium,Frequent,Simple,Evening,Desktop,Chrome
45,Other,Leeds,Post-secondary,0.7817230866307524,5303,205,0.43915963513820166,Image,Sports,Medium,None,Frequent,Moderate,Afternoon,Tablet,Edge
47,Female,Birmingham,Secondary,0.938075781711365,6615,212,0.7504068319797628,Video,Food,Large,High,Moderate,Simple,Morning,Mobile,Chrome
64,Other,Glasgow,Secondary,0.7733985390852888,4375,157,0.023768132196100522,Text,Technology,Large,Low,Rare,Moderate,Afternoon,Mobile,Edge
41,Female,Leeds,Post-secondary,0.3313715908270286,6487,130,0.3867855037467396,Image,Travel,Small,None,Rare,Simple,Night,Mobile,Chrome
50,Female,Leeds,Post-secondary,0.23191404341416944,3778,122,0.47709440152749405,Video,Fashion,Small,Low,Frequent,Moderate,Night,Mobile,Safari
37,Male,Birmingham,Secondary,0.3776908204064149,4322,13,0.15235922547755543,Text,Sports,Small,High,Frequent,Moderate,Evening,Tablet,Firefox
26,Other,London,Secondary,0.20308717051667458,9599,126,0.41472018678344846,Text,Food,Medium,Medium,Frequent,Complex,Night,Mobile,Edge
25,Other,Glasgow,Secondary,0.7195747477449508,8339,89,0.9104776860613233,Text,Sports,Large,None,Moderate,Complex,Afternoon,Desktop,Chrome
41,Other,Manchester,Secondary,0.8265186324941105,1054,11,0.468634224195022,Image,Technology,Large,None,Frequent,Moderate,Night,Mobile,Firefox
31,Female,London,Post-secondary,0.646438892397248,5058,233,0.2517761776166666,Video,Sports,Small,Medium,Rare,Simple,Evening,Desktop,Safari
35,Female,London,Secondary,0.1860927313091021,1260,159,0.5323350610316762,Text,Fashion,Small,None,Rare,Complex,Night,Mobile,Firefox
18,Male,Birmingham,Secondary,0.03738471102864571,1777,245,0.060842434583877836,Video,Sports,Small,Low,Moderate,Simple,Afternoon,Mobile,Safari
29,Male,Manchester,Secondary,0.5804012668569645,5514,84,0.2942685427636743,Image,Sports,Large,High,Rare,Complex,Evening,Desktop,Firefox
46,Male,Glasgow,Post-secondary,0.46267310507961357,8970,12,0.7836367416903384,Video,Travel,Large,Low,Rare,Simple,Morning,Desktop,Firefox
54,Female,Glasgow,Post-secondary,0.19970392819903238,910,289,0.6419142502462526,Video,Food,Large,None,Rare,Simple,Evening,Tablet,Edge
43,Male,Glasgow,Secondary,0.3680839022202911,5002,277,0.023984851587710243,Image,Sports,Large,High,Frequent,Moderate,Morning,Desktop,Safari
50,Other,Birmingham,Secondary,0.5414662556089532,8729,162,0.5698759987051809,Image,Travel,Medium,High,Rare,Complex,Morning,Mobile,Firefox
60,Male,Manchester,Post-secondary,0.6329171122765795,1490,134,0.217340080443442,Image,Sports,Large,Medium,Rare,Complex,Morning,Mobile,Chrome
32,Female,Manchester,Secondary,0.4766437775428183,1750,162,0.9757498158285773,Text,Sports,Medium,High,Rare,Complex,Night,Mobile,Opera
40,Male,London,Post-secondary,0.9713928217354079,1541,179,0.7836869956934533,Text,Food,Small,None,Moderate,Simple,Morning,Mobile,Firefox
46,Other,Leeds,Secondary,0.04622640047085602,8380,99,0.12790809922770463,Image,Sports,Small,Low,Rare,Simple,Morning,Mobile,Opera
38,Other,Manchester,Post-secondary,0.6582079130268984,3897,93,0.3855456776809947,Image,Food,Large,Medium,Frequent,Complex,Evening,Mobile,Safari
36,Other,Glasgow,Secondary,0.9095579017878257,6497,92,0.48996963150467054,Image,Sports,Medium,High,Rare,Moderate,Afternoon,Desktop,Safari
22,Female,Glasgow,Secondary,0.236564211113225,5874,52,0.18237171379222494,Video,Food,Medium,None,Rare,Moderate,Evening,Desktop,Chrome
40,Other,Leeds,Secondary,0.2137071880691377,9677,47,0.7042838534638232,Video,Sports,Medium,Medium,Frequent,Moderate,Evening,Desktop,Edge
53,Male,Leeds,Secondary,0.7622328074825822,2229,155,0.8413787602688142,Image,Food,Large,None,Moderate,Moderate,Afternoon,Mobile,Edge
37,Male,London,Post-secondary,0.48637379410523596,1059,237,0.004464595389564008,Image,Technology,Small,Medium,Rare,Simple,Afternoon,Tablet,Edge
25,Other,London,Post-secondary,0.992177506697882,5616,37,0.13322338813487433,Text,Sports,Medium,Medium,Moderate,Moderate,Afternoon,Tablet,Edge
26,Female,Birmingham,Secondary,0.5891236204917122,650,225,0.2834628391543551,Video,Travel,Large,High,Rare,Moderate,Evening,Desktop,Edge
31,Other,Glasgow,Secondary,0.9234419334879927,6721,64,0.984110227654783,Text,Sports,Medium,Low,Rare,Moderate,Morning,Mobile,Edge
23,Male,Birmingham,Post-secondary,0.012210519663421904,8119,161,0.4045278785001656,Image,Sports,Small,None,Moderate,Simple,Night,Tablet,Edge
18,Male,Glasgow,Post-secondary,0.15453962047570513,5763,143,0.1702519629762531,Video,Travel,Medium,High,Frequent,Simple,Afternoon,Tablet,Safari
26,Other,Birmingham,Secondary,0.6844190447515897,5197,282,0.1209271179720528,Video,Sports,Small,Low,Moderate,Simple,Morning,Mobile,Chrome
33,Female,London,Secondary,0.416466369897446,5064,208,0.9013561636857569,Video,Technology,Medium,Medium,Rare,Moderate,Evening,Tablet,Safari
33,Male,Manchester,Secondary,0.8359645694289802,1967,142,0.8102440844424843,Video,Travel,Small,Medium,Moderate,Moderate,Morning,Tablet,Firefox
29,Female,Leeds,Secondary,0.4288980925565181,6251,29,0.6193006073063304,Image,Travel,Large,None,Rare,Complex,Night,Desktop,Firefox
22,Other,Glasgow,Secondary,0.7129966963549856,1193,275,0.5396956570693588,Text,Food,Large,None,Rare,Simple,Afternoon,Tablet,Edge
57,Male,London,Secondary,0.5661600170334582,433,292,0.7771537615303663,Video,Food,Medium,High,Moderate,Simple,Afternoon,Tablet,Edge
46,Male,London,Secondary,0.11990356732862284,3654,290,0.31815053830366735,Video,Travel,Small,Medium,Rare,Complex,Evening,Desktop,Safari
63,Male,London,Post-secondary,0.7179512067070324,530,233,0.6398546571412967,Text,Travel,Large,High,Moderate,Complex,Night,Mobile,Edge
44,Male,Birmingham,Post-secondary,0.7063718013476981,5252,129,0.7368454413919675,Video,Sports,Medium,None,Frequent,Moderate,Morning,Desktop,Edge
28,Male,Leeds,Secondary,0.11571815121321471,9856,178,0.5756487262436776,Video,Technology,Large,None,Rare,Simple,Night,Tablet,Edge
64,Male,London,Secondary,0.561911457807729,8304,85,0.16873195348547398,Image,Food,Small,None,Frequent,Moderate,Afternoon,Tablet,Safari
45,Other,Birmingham,Post-secondary,0.33565001754871837,5313,63,0.9859047964010813,Text,Fashion,Medium,Low,Moderate,Moderate,Night,Tablet,Firefox
53,Male,London,Secondary,0.45884978204577553,7342,266,0.8111955617155305,Text,Sports,Large,Low,Rare,Simple,Night,Mobile,Firefox
59,Male,Birmingham,Secondary,0.42275869303077596,7246,87,0.49062694324010003,Text,Sports,Small,None,Frequent,Complex,Evening,Mobile,Firefox
36,Other,Manchester,Secondary,0.1047744042491886,7085,182,0.6199701755815862,Video,Technology,Large,Medium,Moderate,Simple,Evening,Mobile,Opera
